	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Pemerintah Siapkan 4.100 Kamar Hotel di DKI untuk Isolasi Mandiri Pasien Covid-19	
2	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Pemerintah Pastikan Biaya Tes Usap Tak akan Beratkan Masyarakat	
3	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Perseteruan Kasat Sabhara Polres Blitar dengan Atasannya, Mabes Polri Terjunkan Paminal	
4	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Dua Pekan Luhut Pimpin Penanganan Covid-19, Persentase Kasus Aktif di 10 Provinsi Diklaim Menurun	
5	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Jokowi Sebut Pariwisata Akan Kembali Pulih Setelah Vaksin Disuntikkan	
6	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Setahun Kinerja Parlemen, Formappi: DPR Pendukung Setia Pemerintah	
7	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Mahfud Bantah Pemerintah Terapkan Pendekatan Keamanan di Papua	
8	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Periksa Tersangka Kasus Laboratorium Madrasah, KPK Konfirmasi Perintah Terkait Lelang	
9	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Pemerintah dan DPR Mulai Bahas Draf Perpres TNI Atasi Terorisme	
10	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Tak Bisa Prediksi Puncak Covid-19, Satgas: Semua Tergantung Masyarakat	
11	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Ini Alasan Banten dan Aceh Masuk Provinsi PrioritasÂ Penanganan Covid-19	
12	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Mahfud Sebut TNI-Polri Tak Bisa Akses Periksa Jenazah Pendeta Yeremia	
13	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Jaringan Masyarakat Sipil Dorong RUU PKS Dimasukkan Prolegnas Prioritas 2021	
14	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Satgas: Jangan Kucilkan Pasien Covid-19	
15	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=1	Indonesia Minta Bantuan Alat Rapid Test Antigen ke WHO	
16	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	KPU Akui Sulit Hindarkan Kerumunan dan Jaga Jarak di Pilkada	
17	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Satgas: Biaya Pasien Covid-19 di RS Non-Rujukan Tak Ditanggung Pemerintah	
18	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Mahfud Puji Diplomat Silvany Pasaribu: Kita Semua Bangga	
19	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Penjelasan MA Terhadap Kritik Maraknya Pemotongan Hukuman Koruptor	
20	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Mudahkan Akses Layanan Pendampingan Lansia, Kemensos Usung Program Atensi dan Serasi	
21	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	BPIP Minta Masyarakat Melapor Apabila Temukan Gerakan Komunisme	
22	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	FPL: 9 Jenis Tindak Kekerasan Seksual dalam RUU PKS Nyata Terjadi	
23	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	LIPI Sarankan Pilkada 2020 Ditunda sampai Situasi Kondusif	
24	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	2 Pekan Luhut Tangani Covid-19, Angka Kematian di 5 Provinsi Prioritas Meningkat	
25	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Permudah Administrasi Klaim Covid-19, BPJS Kesehatan Kembangkan Dashboard Monitoring	
26	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Pengurangan Hukuman Koruptor oleh MA Dinilai Terkait dengan Revisi UU KPK	
27	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Wapres: Moratorium Pemekaran Daerah karena Keuangan Negara Belum Memungkinkan	
28	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	Kemenag Tegaskan Belum Ada Kepastian soal Pemberangkatan Jemaah Umrah	
29	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	8 Alasan LIPI Rekomendasikan Penundaan Pilkada 2020	
30	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=2	PAN Yakin Hanya Sedikit Kadernya yang Pindah ke Partai Ummat	
31	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=3	Hukuman Didiskon MA, Ini Perjalanan Vonis Kasus Anas Urbaningrum	
32	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=3	Plt Bupati Diberhentikan, Kemendagri Tunjuk Sekda Jadi Plh Bupati Buton Utara	
33	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=3	Sebaran 4.174 Kasus Baru Covid-19, Tertinggi di DKI dengan 1.253	
34	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=3	Wapres: Kawal Pilkada 2020 Tanpa Mengorbankan Jiwa Masyarakat	
35	https://indeks.kompas.com/?site=nasional&date=2020-10-1&page=3	HUT Ke-16 DPD RI, Ketua DPR Minta Perkuat Gotong Royong Jalankan Amanat Rakyat	
