	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Terdakwa Korupsi Bansos Covid-19 Matheus Joko Divonis 9 Tahun Penjara	
2	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Pasal Pemutusan Akses UU ITE Dinilai Sewenang-wenang	
3	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Batasan Tertinggi Tarif Rapid Tes Antigen Jadi Rp 99.000 di Jawa-Bali, Rp 109.000 di Daerah Lain	
4	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Ketua Komisi X Nilai Keputusan Nadiem Bubarkan BSNP Terburu-buru	
5	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Ini Kata KPK Soal MK Tolak Uji Matari Soal Alih Status Pegawai	
6	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Kapuskes Tegaskan Selaput Dara Tak Lagi Jadi Tujuan Pemeriksaan Uji Badan Calon Prajurit TNI AD	
7	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Aliansi Ilmuwan Indonesia Sodorkan Skenario Pasca Pandemi Covid-19	
8	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	KPI Dukung Aparat Penegak Hukum Tangani Dugaan Pelecehan Seksual Pegawainya 	
9	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Dugaan Pelecehan Seksual terhadap Pegawai KPI, Komnas HAM: Yang Bersangkutan Sudah Mengadu Sejak 2017 	
10	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Kemenkes: Capaian Vaksinasi Covid-19 pada Lansia Baru 25 Persen	
11	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Peluang Amandemen UUD 1945 Dinilai Selalu Ada, tapi Harus Dilihat Spiritnya	
12	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Menakar Kekuatan Politik Partai Koalisi Pemerintah di Tengah Menguatnya Wacana Amendemen UUD 1945...	
13	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Kemenkes Sebut Vaksin Nusantara Tak Bisa Dikomersialkan	
14	https://indeks.kompas.com/?site=nasional&date=2021-9-1&page=1	Pemohon Harap MK Memutus Adil Gugatan Pasal Pemutusan Akses UU ITE	
