	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Catatan Dunia Penerbangan 1 Januari 2021	x
2	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Kronologi Dua WNI Parodikan Lagu Indonesia Raya, Berawal dari Konten Youtube	x
3	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Polisi Sita Ponsel dan Komputer Milik Tersangka Kasus Parodi Lagu Indonesia Raya	x
4	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	2 WNI Jadi Tersangka Kasus Parodi Lagu Indonesia Raya	x
5	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Tersangka Kasus Parodi Indonesia Raya Siswa Kelas 3 SMP di Cianjur	x
6	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Penangkapan WNI yang Parodikan Indonesia Raya Hasil Kerja Sama Polri dan Polisi Malaysia	x
7	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: Sebaran 8.072 Kasus Baru Covid-19, Tertinggi DKI Jakarta dengan 1.956 Kasus	neg
8	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Update 1 Januari: Pasien Covid-19 Sembuh Bertambah 6.839, Total Jadi 617.936	pos
9	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: Ada 68.418 Suspek Terkait Covid-19	neg
10	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: Tambah 191 Orang, Pasien Covid-19 Meninggal Jadi 22.329 	neg
11	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: 40.785 Spesimen Covid-19 Diperiksa dalam Sehari	pos
12	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: Ada 111.005 Kasus Aktif Covid-19 di Indonesia	neg
13	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Pelaku Parodi Lagu Indonesia Raya Ditangkap di Cianjur	x
14	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	UPDATE 1 Januari: Bertambah 8.072, Total Kasus Covid-19 Capai 751.270	neg
15	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=1	Polri Tangkap WNI yang Parodikan Lagu Indonesia Raya	x
16	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Jadwal Libur Nasional dan Cuti Bersama 2021, Total 23 Hari	x
17	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Pengurus FPI Dirikan Front Persatuan Indonesia, Mahfud: Boleh, asal Tak Langgar Hukum	x
18	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Apakah Anda Calon Penerima Vaksin Covid-19 Gratis? Begini Cara Mengeceknya...	net
19	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	2021, Perpolitikan Nasional Diprediksi Stabil 	x
20	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Wakil Ketua Komisi III Perkirakan Surat Presiden Terkait Calon Kapolri Dikirim Pertengahan Januari 	x
21	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Jokowi: Indonesia Telah Amankan Vaksin Covid-19 Sinovac, Novavax, AstraZeneca, dan BioNTech-Pfizer	pos
22	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Jokowi: Tahun 2021, Kita Tetap Bangun Infrastruktur	x
23	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Maklumat Kapolri: Masyarakat Tak Boleh Mengakses, Mengunggah, dan Menyebarluaskan Konten FPI	x
24	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Maklumat Kapolri, Tindak Pengguna Atribut dan Simbol FPI	x
25	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	FPI Dibubarkan, Amien Rais: Langkah yang Habisi Bangunan Demokrasi	x
26	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Kemenlu Pulangkan 1 Jenazah dan 6 ABK dari Kapal Berbendera China 	x
27	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Ini Alasan Kuasa Hukum Batal Gugat SKB Pembubaran FPI ke PTUN	x
28	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Kuasa Hukum Batal Gugat SKB Pembubaran FPI ke PTUN	x
29	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Janji-janji Mensos Risma, dari Pendidikan sampai Tempat Tinggal Layak...	x
30	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=2	Viral Hasil Tes PCR Covid-19 Palsu Diperjualbelikan: Dilaporkan Dokter Tirta hingga Ancaman Pidana	neg
31	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	Satgas Minta Covid-19 Dikendalikan dengan Baik, Khususnya di Pulau Jawa	net
32	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
33	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
34	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
35	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
36	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
37	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
38	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
39	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
40	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
41	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
42	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
43	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
44	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
45	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=3	NA	
46	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
47	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
48	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
49	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
50	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
51	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
52	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
53	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
54	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
55	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
56	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
57	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
58	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
59	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
60	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=4	NA	
61	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
62	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
63	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
64	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
65	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
66	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
67	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
68	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
69	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
70	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
71	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
72	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
73	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
74	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
75	https://indeks.kompas.com/?site=nasional&date=2021-1-1&page=5	NA	
76	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	15 Orang yang Ditangkap Saat Pesta Miras di Riau Dijerat UU Kekarantinaan	x
77	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Anggota Komisi III Minta Maklumat Kapolri soal Konten FPI Diperbaiki	x
78	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Ketua PWI Jawa Tengah: Maklumat Kapolri Membelakangi Semangat UU Pers	x
79	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Parodi Indonesia Raya, Dubes RI Harap Jadi Pelajaran agar Tak Cepat Ambil Kesimpulan	x
80	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Pelaku Parodi Lagu Indonesia Raya Masih SMP, Sekjen PAN Ingin Jadi Mentor Buat Milenial Cianjur	x
81	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Aliansi Masyarakat Sipil: Maklumat Kapolri Soal FPI Seharusnya Ditujukan Bagi Anggota Polri	x
82	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Sebaran 7.203 Kasus Baru Covid-19 di 32 Provinsi, Jakarta Catat 1.894	neg
83	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Arsul Sani: Calon Kapolri Harus Kedepankan Kepastian dan Keadilan Hukum	x
84	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	IDI: Risiko Penularan Covid-19 Saat ini Berada di Titik Tertinggi	neg
85	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	IDI: Kematian Tenaga Medis akibat Covid-19 di Indonesia Tertinggi se-Asia	neg
86	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	UPDATE 2 Januari: Ada 69.619 Suspek Terkait Covid-19	neg
87	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	Buat dan Perpanjang SIM Bisa Gratis Setelah Jokowi Teken PP, Ini Ketentuannya	x
88	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	UPDATE 10 Bulan Pandemi: 33.530 Spesimen Covid-19 Diperiksa dalam Sehari	pos
89	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	UPDATE 10 Bulan Pandemi: Jumlah Pasien Sembuh Kembali Pecahkan Rekor	pos
90	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=1	UPDATE: Pasien Covid-19 Sembuh Bertambah 7.582, Total Jadi 625.518	pos
91	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Dubes RI untuk Malaysia Ungkap Proses Penangkapan Pelaku Parodi Lagu Indonesia Raya	x
92	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	UPDATE 10 Bulan Pandemi: Ada 110.400 Kasus Aktif Covid-19 di Indonesia	neg
93	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Amnesty Sebut Aturan Larangan Mengakses dan Sebarkan Konten FPI Harus Dikoreksi	x
94	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	10 Bulan Pandemi: Kasus Covid-19 RI Kini 758.473, Bertambah 7.203	neg
95	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Polri Jelaskan Soal Larangan Konten FPI dalam Maklumat Kapolri	x
96	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Sandiaga Bertemu Menkes, Bahas Percepatan Pemulihan 17 Sektor Parekraf	x
97	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Sejumlah Organisasi Masyarakat Sipil Sebut Maklumat Kapolri Soal FPI Batasi HAM	x
98	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	LBH Pers Nilai Maklumat Kapolri soal FPI Ancam Kebebasan Berekspresi dan Pers	x
99	https://indeks.kompas.com/?site=nasional&date=2021-1-2&page=2	Pergantian Kapolri Dinilai Sarat Pertimbangan Politik Presiden	x
