	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Ketua DPR: Penyelenggaraan Pendidikan Saat Pandemi Harus Dikelola dengan Baik	pos
2	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Analisis LP3ES soal Kenaikan Iuran BPJS: 48 Persen Sentimen Negatif	x
3	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	KPK Terima 58 Laporan Gratifikasi soal Idul Fitri Senilai Rp 62,8 Juta	x
4	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Gubernur Lemhanas: Berikan Sumbangan Paling Mudah, Tinggal di Rumah	x
5	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	UPDATE 1 Juni: Terdapat 48.358 ODP dan 13.120 PDP	netral
6	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Komisi untuk Mitra Kartu Prakerja Dipertanyakan, Dinilai Tak Ada Dasar Hukum	x
7	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Ini Sebaran 467 Kasus Baru Covid-19: DKI Penambahan Tertinggi	neg
8	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	ICW Pernah Minta Informasi soal Kartu Prakerja, tetapi Tak Digubris	x
9	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	UPDATE 1 Juni: Pemerintah Periksa 333.415 Spesimen Covid-19	netral
10	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Ini Sebaran Pasien Sembuh dari Covid-19 di Indonesia, DKI Tertinggi	pos
11	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	UPDATE 1 Juni: Tambah 329, Pasien Covid-19 yang Sembuh Jadi 7.637	pos
12	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	UPDATE 1 Juni: Tambah 28, Pasien Covid-19 Meninggal Jadi 1.641 Orang	neg
13	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	UPDATE 1 Juni: Tambah 467, Kasus Covid-19 Jadi 26.940	neg
14	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	Kronologi Pria Berpedang Serang Mapolsek di Kalsel Menurut Polisi	x
15	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=1	YLBHI Minta TNI Tak Dilibatkan dalam New Normal, Ini Alasannya...	neg
16	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Ajak Milenial Ciptakan Inovasi Digital, BPJS Kesehatan Gelar Kompetisi Virtual Hackathon	x
17	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Muhaimin: Pancasila Modal Indonesia Melewati Krisis Akibat Covid-19	pos
18	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Menpan RB: Sistem Kerja Baru ASN Ikuti Perkembangan Status PSBB Daerah	pos
19	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	"Menpan RB Ingatkan ASN Adaptasi dengan Sistem Kerja Baru Saat ""New Normal"""	pos
20	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	"Peringatan Hari Lahir Pancasila, Kapolri Singgung ""New Normal"""	netral
21	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Hari Lahir Pancasila, Ketua DPR Sebut RI Butuh Gotong Royong Berskala Besar	x
22	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	"Regulasi ""New Normal"", Pengunjung Mal Wajib Cuci Tangan di Pintu Masuk"	pos
23	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	PDI-P: Tantangan Membumikan Pancasila adalah Wujudkan Keadilan Sosial	x
24	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Normal Baru dan Transformasi Abnormalitas	netral
25	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Jokowi: Tahun Depan Situasi Sulit Bisa Jadi Masih Akan Kita Hadapi, tetapi Harus Optimistis	pos
26	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Doa Menko PMK: Jangan Jadikan Wabah Ini Azab, tetapi Ujian yang Berhasil Dilewati	pos
27	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	UPDATE 1 Juni: 973 WNI Positif Covid-19 di Luar Negeri, Lebih dari Setengahnya Sembuh	pos
28	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Saat Upacara Peringatan Hari Lahir Pancasila Digelar Virtual...	x
29	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Hari Lahir Pancasila, Jokowi Ajak Elemen Bangsa Perkokoh Persatuan	x
30	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=2	Jokowi: Kita Harus Jadi Pemenang, Kendalikan Virus dan Pulihkan Ekonomi	pos
31	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	Hari Lahir Pancasila, Jokowi Minta Pejabat Layani Masyarakat Tanpa Bedakan SARA 	x
32	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	Jokowi: Bangsa Sedang Diuji, Kita Bersyukur Pancasila Tetap Jadi Bintang Penjuru	x
33	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	Senin Pagi Ini, Jokowi-Ma'ruf Dijadwalkan Hadiri Peringatan Hari Lahir Pancasila	x
34	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	Ketua MPR Minta Pemerintah Waspadai Gelombang Kedua Covid-19 Saat New Normal	pos
35	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
36	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
37	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
38	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
39	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
40	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
41	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
42	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
43	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
44	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
45	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=3	NA	
46	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
47	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
48	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
49	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
50	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
51	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
52	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
53	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
54	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
55	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
56	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
57	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
58	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
59	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
60	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=4	NA	
61	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
62	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
63	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
64	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
65	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
66	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
67	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
68	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
69	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
70	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
71	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
72	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
73	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
74	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
75	https://indeks.kompas.com/?site=nasional&date=2020-06-1&page=5	NA	
76	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Muhammadiyah Minta Jokowi Perbaiki Komunikasi di Tengah Pandemi	pos
77	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Mengacu Fatwa MUI DKI, DMI Anjurkan Shalat Jumat Dibagi 2 Gelombang	x
78	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	KPK Diharapkan Segera Jerat Eks Sekretaris MA Nurhadi dengan Pasal Pencucian Uang	x
79	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Hari ke-8 Arus Balik Lebaran, 8.224 Kendaraan Diminta Putar Balik	x
80	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Pimpin Forum Internasional, BPJS Kesehatan Dorong Wujudkan Pembangunan Berkelanjutan	x
81	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Kasus Jiwasraya Disidangkan Besok, Kejagung Tetap Kembangkan Penyidikan	x
82	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Jusuf Kalla: Masjid Boleh Dibuka jika Aturan PSBB Dicabut	pos
83	https://indeks.kompas.com/?site=nasional&date=2020-06-2&page=1	Pilkada di Tengah Pandemi, KPU dan Bawaslu Diingatkan soal Malaadministrasi	netral
