	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Sejarah Hari Bhayangkara dan Terbentuknya Polri	x
2	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Pansus DPR Sepakati 21 Usulan DIM dalam Revisi UU Otsus Papua	x
3	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Kemenkes Tegaskan Insentif bagi 97.000 Tenaga Kesehatan Tetap Dibayar	pos
4	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Menkes Sebut RI Akan Terima 4 Juta Dosis Vaksin Moderna dari AS	pos
5	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	KSPI: 15 Buruh di Jabodetabek Meninggal akibat Covid-19 dalam Sebulan Terakhir	neg
6	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Wakil Ketua KPK Berharap Mahasiswa Sampaikan Kritik secara Ilmiah	x
7	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Kuasa Hukum Optimistis Enam Terdakwa Kasus Kebakaran Gedung Kejagung Divonis Bebas	x
8	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Soal PPKM Darurat, KSPI Minta Perusahaan Sediakan Masker hingga Handsanitazer Bagi Pekerja	pos
9	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Jaksa Agung: Pelanggar Protokol Kesehatan Mesti Kena Sanksi Tegas	pos
10	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Angka Kematian Akibat Covid-19 Tinggi, Satgas Fokuskan Penanganan pada Kasus Aktif	net
11	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	MKD Diminta Proses Etik Anggota DPR yang Menolak Karantina Sepulang dari Luar Negeri 	net
12	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Penyebaran Covid-19 Meningkat, Sidang Vonis Kasus Kebakaran Gedung Kejagung Ditunda	net
13	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Lonjakan Kasus Covid-19, Kemenkumham Perpanjang Pemberian Asimilasi di Rumah bagi Narapidana	net
14	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	"Dua Menteri Hadiri Penghargaan ""Ikatan Cinta"", Anggota DPR Ingatkan Oksigen Langka dan Mahal akibat Pandemi"	neg
15	https://indeks.kompas.com/?site=nasional&date=2021-7-1&page=1	Jokowi Yakin PPKM Darurat Bisa Pulihkan Pandemi Covid-19 dengan Cepat	pos
