	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	PBB Dukung Gibran di Pilkada Solo dan Bobby Nasution di Medan	x
2	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Pimpinan Komisi III Minta Menkumham Telusuri Oknum yang Terlibat Pelarian Djoko Tjandra	x
3	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Pria Tewas Gantung Diri di Depok, Sempat Disangka Tidur Anak Balitanya	x
4	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	BNPB Akui Ada Ketimpangan Tes Covid-19 Antar-daerah	neg
5	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Begal yang Ditangkap Sudah Beraksi 5 Kali di Kawasan Jakarta Barat	x
6	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Polri Sebut Penyerahan Djoko Tjandra oleh Polisi Malaysia Dilakukan di Atas Pesawat	x
7	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Gubernur Sumbar Gunakan 3 Cara Ini untuk Jaga Daerahnya Tetap Zona Hijau	pos
8	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: 1.517.381 Spesimen Pemerintah Telah Periksa untuk Covid-19	pos
9	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: 1.560 Kasus Baru Covid-19 Tersebar di 26 Provinsi, DKI Tertinggi	neg
10	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: 57.816 Kasus Suspek Covid-19 di Indonesia	neg
11	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: Pasien Covid-19 Meninggal Kini 5.193 Orang, Bertambah 62	neg
12	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Perkantoran Jadi Klaster, IAKMI Pertanyakan Penerapan Protokol Covid-19 pada Transportasi Umum	net
13	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: Bertambah 2.012, Pasien Covid-19 Sembuh Kini 67.919 Orang	pos
14	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	UPDATE 1 Agustus: Tambah 1.560, Kasus Covid-19 di Indonesia Jadi 109.936	neg
15	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=1	Gubernur Sumbar Akan Libatkan Polisi jika Warganya yang Diduga Terjangkit Covid-19 Menolak Dites	pos
16	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Lewat Identifikasi Wajah, Polisi Pastikan Pria yang Ditangkap di Malaysia Djoko Tjandra	x
17	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Sejarawan Paparkan Miripnya Pandemi Covid-19 dengan Flu Spanyol 1918	net
18	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Gubernur Sumbar Godok Perda untuk Pidanakan Pelanggar Protokol Kesehatan	pos
19	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Menurut IAKMI, Perpres Nomor 82 Tahun 2020 Tak Sejalan dengan Semangat Reformasi Birokrasi Jokowi	x
20	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	KPK Ditantang Telusuri Potensi Korupsi Oknum Jenderal Polisi dalam Kasus Djoko Tjandra	x
21	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	"Ketua KPK: Idul Adha Momentum ""Menyembelih"" Tabiat Tamak"	x
22	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	KY: 178 Orang Daftar Calon Hakim Agung dan Hakim Ad Hoc Mahkamah Agung	x
23	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	KPK Koordinasi dengan Bareskrim Polri Usut Aliran Dana Pelarian Djoko Tjandra	x
24	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	IAKMI Sebut Pemerintah Belum Libatkan Organisasi Profesi dan Asosiasi Kesehatan dalam Penanganan Covid-19	net
25	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Pemerintah Diminta Percepat Serapan Belanja, Jangan Kehilangan Momentum Bangkitkan Perekonomian	x
26	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	ICW Desak DPR Gunakan Hak Angket untuk Kasus Djoko Tjandra	x
27	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Gubernur Kepri Positif Covid-19 Usai Dilantik, Jokowi Tak Akan Jalani Swab Test	net
28	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Polri Tangkap Djoko Tjandra, Anggota Komisi III Ingatkan soal Buron Harun Masiku	x
29	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Telpon Raja Salman, Jokowi Apresiasi Ibadah Haji di Tengah Pandemi	x
30	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=2	Mahfud MD Minta Jaksa Pinangki Segera Diproses Pidana, Ini Respons Kejagung	x
31	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Gubernur Kepri Positif Covid-19, Istana Pastikan Statusnya Negatif Saat Dilantik Jokowi	net
32	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Kemenkumham Terbitkan SPLP agar Bisa Bawa Djoko Tjandra dari Malaysia ke Indonesia	x
33	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Selamat Jalan Kurniasari Aziza, Tempat Spesial untukmu di Sisi-Nya...	x
34	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Djoko Tjandra, Resmi Jadi Narapidana Setelah Buron 11 Tahun...	x
35	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Masuk Rutan Salemba Mabes Polri, Djoko Tjandra Akan Pisah Sel dengan Brigjend Prasetijo	x
36	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	Kabareskrim: Penempatan Djoko Tjandra di Rutan Cabang Salemba Mabes Polri Bersifat Sementara	x
37	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
38	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
39	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
40	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
41	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
42	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
43	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
44	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
45	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=3	NA	
46	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
47	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
48	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
49	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
50	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
51	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
52	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
53	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
54	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
55	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
56	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
57	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
58	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
59	https://indeks.kompas.com/?site=nasional&date=2020-08-1&page=4	NA	
