	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Pengamat: Apa karena Anak dan Menantu Sudah Menang, Jokowi Tak Dukung Pilkada 2022-2023?	
2	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Heru Hidayat dan Benny Tjokro Tersangka Kasus Asabri, Kejagung Ungkap Modusnya Memanipulasi Saham	
3	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Tak Ada Seorang Pun yang Lulus Seleksi Juru Bicara, Ini Penjelasan KPK	
4	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Tersangka Kasus Jiwasraya Benny Tjokro dan Heru Hidayat Jadi Tersangka Lagi di Kasus Asabri	
5	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	"Abu Janda Diperiksa Bareskrim, Jelaskan soal ""Tweet""-nya "	
6	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Serahkan Laporan Tahunan, Pimpinan Ombudsman Periode 2016-2021 Sekaligus Undur Diri	
7	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Moeldoko ke Partai Demokrat: Kudeta Itu dari Dalam, Masa dari Luar?	
8	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Kejaksaan Agung Tetapkan 8 Tersangka Kasus Korupsi Asabri, 2 Merupakan Mantan Dirut	
9	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	KPK Dalami soal Penyewaan Rumah Persembunyian Eks Sekretaris MA Nurhadi	
10	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Periksa 10 Saksi untuk Kasus Wali Kota Cimahi, KPK Konfirmasi soal Gratifikasi Berbentuk Uang	
11	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Rekonstruksi Kasus Suap Bansos Covid-19, KPK: Memperjelas Rangkaian Perbuatan Tersangka	
12	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Mengaku Prihatin, Moeldoko: Saya Juga Mencintai Partai Demokrat...	
13	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Sindir Demokrat, Moeldoko: Kalau Anak Buah Tak Boleh Pergi, Ya Diborgol Saja...	
14	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	"Tanggapi AHY, Moeldoko: Seorang Pemimpin Harus Kuat, Jangan Mudah ""Baper"""	
15	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=1	Nyatakan PPKM Tidak Efektif, Jokowi Dinilai Sangat Kecewa	
16	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Moeldoko Duga Tudingan Demokrat Berawal dari Fotonya dengan Sejumlah Orang	
17	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Dituding Demokrat, Moeldoko: Jangan Ganggu Pak Jokowi	
18	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Kemendagri Salurkan Bantuan untuk Korban Banjir di Kalimantan Selatan	
19	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Gubernur Aceh Lepas Pengiriman Vaksin Covid-19, Berharap Pandemi Segera Usai	
20	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Nama Djoko Tjandra Hilang dari DPO, Saksi Nilai Sekretaris NCB Interpol Indonesia Bertanggung Jawab	
21	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Keluarkan Imbauan untuk WNI di Myanmar, Kemlu: Tetap Tenang dan Waspada	
22	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Demokrat: Moeldoko Ingin Ambil Alih Partai secara Inkonstitusional untuk Kepentingan 2024	
23	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Bareskrim Terima Laporan Terhadap Natalius Pigai atas Dugaan Rasialisme	
24	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Dugaan Makar di Tubuh Demokrat, Andi Mallarangeng: Kami Bukan Partai Kardus	
25	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	 PPKM Tak Efektif, Pemerintah Disarankan Lakukan Karantina Wilayah Secara Penuh	
26	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Kasus Aktif Covid-19 Indonesia Tertinggi di Asia, Jubir Satgas: Pemerintah Berusaha Optimis	
27	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Parlemen Indonesia dan Uzbekistan Sepakat Kerja Sama di Berbagai Bidang	
28	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Satgas Covid-19: Evaluasi Presiden soal PPKM Masukan Berharga bagi Kami	
29	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Soroti Situasi Pengamanan Perbatasan, Anggota Komisi I Minta Kominfo Prioritaskan Pembangunan BTS	
30	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=2	Satgas: Vaksinasi Covid-19 Dosis Kedua Wajib untuk Kekebalan Optimal	
31	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=3	Kasus Djoko Tjandra, Saksi Ahli Sebut yang Punya Kewenangan Cekal adalah Menkumham	
32	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=3	Soal Dugaan Makar di Demokrat, AHY: Rasanya Tidak Mungkin Cara Tak Beradab Ini Dilakukan Pejabat Negara 	
33	https://indeks.kompas.com/?site=nasional&date=2021-2-1&page=3	KPU Akan Konsolidasikan DPT 2019 dan 2020 untuk Vaksinasi Covid-19	
