	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	 Soroti PJJ, FSGI Sebut Peserta Didik Sulit Atasi Masalah Psikologis	x
2	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Presiden PKS Kirim Surat Terbuka, Minta Macron Tarik Ucapan	x
3	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	KSPI: Keputusan Pemerintah Tak Naikkan UMP Bikin Buruh Makin Terpuruk	x
4	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Presiden KSPI: Banyak Perusahaan yang Sanggup jika UMP Naik	x
5	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	UPDATE: 2.696 Kasus Baru Covid-19 di Indonesia, DKI Jakarta Tertinggi	neg
6	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Wamenlu: Indonesia Satu-satunya di Asia yang Dapat GSP dari AS Tanpa Dipotong	x
7	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Total Spesimen Covid-19 yang Diperiksa Capai 4.540.947	pos
8	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Naikkan Upah Minimum Provinsi, KSPI Apresiasi Gubernur DKI, Jateng dan DIY	x
9	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Kemendagri Minta Pemda dan Warga Siaga Banjir serta Longsor	x
10	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	UPDATE 1 November: Ada 56.899 Kasus Aktif Covid-19 di Indonesia	neg
11	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	UPDATE 1 November: Ada 61.215 Suspek Terkait Covid-19 di Indonesia	neg
12	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Pasien Covid-19 yang Sembuh Bertambah 4.141, Total 341.942 Orang	pos
13	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	UPDATE 1 November: Bertambah 74, Pasien Covid-19 Meninggal Dunia Jadi 13.943 Orang	neg
14	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	UPDATE 1 November: Kasus Covid-19 Bertambah 2.696 Jadi 412.784	neg
15	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=1	Listrik Padam di Sejumlah Wilayah Jabodetabek, Erick Thohir: PLN Minta Maaf	x
16	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	PKS Apresiasi Kecaman Jokowi terhadap Presiden Perancis Emmanuel Macron	x
17	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	Pemerintah AS Perpanjang Pembebasan Tarif Bea Masuk untuk Indonesia	x
18	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	KSP: Keputusan Tak Naikkan UMP 2021 Sudah Tepat	x
19	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	UPDATE 1 November: 1.919 Pasien Covid-19 Dirawat di RSD Wisma Atlet	net
20	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	Menpan RB Sebut Tak Butuh Banyak Formasi CPNS pada Era Kenormalan Baru	x
21	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	Buruh Akan Berunjuk Rasa di 24 Provinsi, Tuntut Kenaikan Upah dan Tolak UU Cipta Kerja	x
22	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	Dampak Pandemi Covid-19, Masyarakat Kembali Hidupkan Jamu Tradisional	pos
23	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	Kemendagri Tegur 67 Kepala Daerah yang Belum Jalankan Rekomendasi Sanksi Netralitas ASN	x
24	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
25	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
26	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
27	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
28	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
29	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
30	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=2	NA	
31	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
32	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
33	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
34	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
35	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
36	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
37	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
38	https://indeks.kompas.com/?site=nasional&date=2020-11-1&page=3	NA	
