	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Ketua MPR Minta Pemerintah Tindak Tegas ASN yang Tak Netral Jelang Pilkada	x
2	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	PKS Tegaskan Tetap Berada di Luar Pemerintahan, Ini Alasannya...	x
3	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Kasus Jiwasraya Jilid II, Kejagung Periksa Lima Saksi	x
4	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Perlindungan bagi Korban Kekerasan Seksual Minim, RUU PKS Harus Diprioritaskan	x
5	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Wakil Ketua DPR Sebut Alasan Penarikan RUU PKS dari Prolegnas Prioritas Masuk Akal	x
6	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Peringati Hari Bhayangkara dari Gedung KPK, Firli Dikritik 	x
7	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Batas Maksimal dan Minimal Presidential Threshold Diusulkan Diatur dalam RUU Pemilu	x
8	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Terbitkan Maklumat, MUI Kecam Rencana Aneksasi Israel terhadap Tepi Barat Palestina	x
9	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	RUU Cipta Kerja Dinilai Lebih Cocok Disebut RUU Perizinan atau Investasi	x
10	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Jokowi Ancam Reshuffle, Fadli Zon Usul Presiden Evaluasi 2 Sektor Ini	x
11	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Pemerintah Diminta Hukum Pemda yang Tak Perbaharui Data Penduduk Miskin	x
12	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Hasil Penyelidikan Sementara, Ini Tiga Modus Penyelewengan Bansos Covid-19 di Sumut	pos
13	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Kasus Restitusi Pajak, Eks Kepala KPP PMA Tiga Jakarta Divonis 6,5 Tahun Penjara	x
14	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Ini Daerah yang Alami Perubahan Zonasi Risiko Covid-19 Periode 21-28 Juni	net
15	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=1	Menko PMK Pertimbangkan RSKI Pulau Galang Bisa Tampung Pasien Covid-19 Surabaya	pos
16	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Pemutakhiran DTKS, Mensos Ajukan Tambah Anggaran Rp 875 Miliar	x
17	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Soal Revisi UU Pemilu, Din Syamsuddin Usul DPR Buat RUU Omnibus Law Politik	x
18	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Gugus Tugas: Peta Zonasi Risiko Covid-19 Masih Fluktuatif	neg
19	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Ombudsman: Rapid Test Bagi Calon Penumpang Kereta dan Pesawat Hanya Formalitas	neg
20	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	13 Provinsi Memiliki Tingkat Kesembuhan dari Covid-19 di Atas 70 Persen	pos
21	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Hasil Rapid Test Reaktif Covid-19, Eks Dirut Jiwasraya Dipindahkan ke Sel Isolasi Mandiri	net
22	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Ombudsman Terima 1.330 Laporan dalam Dua Bulan, Terbanyak soal Bansos	x
23	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Bertambah, Kini Ada 16 Kasus Penyelewengan Bansos Covid-19 di Sumut yang Ditangani Polisi	neg
24	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Pemerintah Minta Alat Tes PCR Produksi Dalam Negeri Lebih Murah	pos
25	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	HUT Bhayangkara, Ini 2 Apresiasi Komisioner Kompolnas untuk Polri	x
26	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Wapres Minta Kebijakan Satu Pintu UMKM Segera Dilaksanakan	x
27	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Sinkronisasi DTKS Berbasis NIK, Mensos Kerja Sama dengan Dukcapil	x
28	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Saat Panglima TNI Beri Kejutan ke Kapolri pada HUT Ke-74 Bhayangkara	x
29	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Pusako: Ambang Batas Parlemen 4 Persen Jadikan Saja Tradisi Politik	x
30	https://indeks.kompas.com/?site=nasional&date=2020-07-1&page=2	Hingga 1 Juli, Pemerintah Periksa 825.636 Spesimen dari 492.318 Orang Terkait Covid-19	pos
