	alamat	judul	
1	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Wapres: Penyelesaian Persoalan Kemanusiaan Kontemporer Harus Ada Kerja Sama Banyak Pihak	
2	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Partai Rakyat Adil Makmur Dideklarasikan, Dipimpin Eks Ketum PRD	
3	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	UPDATE 1 Juni: 10,71 Juta Orang Sudah Divaksinasi Covid-19 Dosis Kedua	
4	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Firli Sebut 24 Pegawai KPK Tak Lolos TWK Segera Ikut Pendidikan Bela Negara	
5	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Ketua DPP PKB Dorong Pasangan Puan-Muhaimin di Pilpres 2024	
6	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	UPDATE 1 Juni: Sebaran 4.824 Kasus Baru Covid-19, Jawa Barat Terbanyak	
7	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Ketua DPR: RI Bisa Jadi Bangsa Besar jika Berpegang pada Pancasila	
8	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	UPDATE 1 Juni: Ada 101.325 Kasus Aktif Covid-19 di Indonesia	
9	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	UPDATE 1 Juni: Kasus Suspek Covid-19 Tercatat 61.108 Orang	
10	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Tanggapi Polemik TWK di KPK, Firli: Tak Ada Upaya Singkirkan Siapa Pun	
11	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	UPDATE 1 Juni: 75.945 Spesimen Diperiksa Terkait Covid-19	
12	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Firli: Status ASN Pegawai KPK Tak Akan Kurangi Semangat Pemberantasan Korupsi	
13	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Ketua DPP PKB Yakin Wacana Puan-Anies di Pilpres 2024 Tak Akan Terealisasi	
14	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Penjelasan Satgas Covid-19 soal Pengaruh Varian Baru Virus Corona terhadap Efikasi Vaksin	
15	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=1	Satgas: Kasus Covid-19 Mingguan Naik 40.821, Setengahnya Tercatat di Jawa	
16	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Saat 1.269 Pegawai KPK Mengucap Sumpah Jabatan ASN 	
17	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Keistimewaan Pancasila: Hari Ini Lahir, Empat Bulan Kemudian Menjadi Sakti	
18	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	UPDATE 1 Juni: Pasien Sembuh Covid-19 Capai 1.674.479 Orang	
19	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	UPDATE 1 Juni: 50.723 Orang di Indonesia Meninggal akibat Covid-19	
20	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	UPDATE 1 Juni: Kasus Covid-19 di Indonesia Capai 1.826.527, Tambah 4.824	
21	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Satgas Tegaskan Vaksin Covid-19 Bukan untuk Pengobatan	
22	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Satgas: Varian Baru Corona Terdeteksi di Hampir Seluruh Pulau di Indonesia	
23	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Lantik Pejabat KPK Jadi ASN, Firli Bahuri Singgung Perang Badar Lawan Korupsi	
24	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	PPKM Mikro Diterapkan di Semua Provinsi: Daerah Diminta Lebih Optimal Kendalikan Covid-19	
25	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	KPK Dalami Dugaan Manipulasi Data pada Kasus Suap Pajak	
26	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	1.271 Pegawai KPK yang Lolos TWK Resmi Dilantik Jadi ASN	
27	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	BNPB Imbau Masyarakat Waspadai Potensi Bencana Hidrometeorologi 2 Hari ke Depan	
28	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Wacana Puan-Anies untuk Pilpres 2024, PPP: Bentuk Test the Water	
29	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	Giri: Orang Sudah Telanjur Menaruh Harapan kepada KPK, tapi Harapan Itu Hilang	
30	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=2	ICW Nilai Pelantikan Pegawai KPK merupakan Arogansi Pimpinan KPK 	
31	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Gelar Rapimnas II, Partai Berkarya Kubu Muchdi Purwoprandjono Persiapkan Pemilu 2024	
32	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Pelanggaran Etik Penyidik KPK Stepanus Robin yang Berujung Pemberhentian Secara Tidak Hormat 	
33	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Dirsoskam Antikorupsi KPK Curiga Ada Ruangan Tertentu yang Disiapkan bagi 75 Pegawai yang Tak Lolos TWK Saat Tes	
34	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Wapres: Indonesia Telah Berusaha Atasi Kemiskinan dengan Berbagai Upaya	
35	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Peringati Harlah Pancasila, Risma Ajak ASN Kemensos Tegakkan Moral dan Integritas	
36	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Jokowi: Tantangan yang Dihadapi Pancasila Tidaklah Semakin Ringan ...	
37	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Wapres Sebut Dunia Masih Hadapi Persoalan Kemanusiaan Serius, Termasuk HAM	
38	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Jokowi: Diperlukan Cara Baru untuk Pendalaman Pancasila	
39	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Jokowi: Teknologi Bisa Mudahkan Ideologi Transnasional Radikal Menjangkau Seluruh Indonesia	
40	https://indeks.kompas.com/?site=nasional&date=2021-6-1&page=3	Hari Ini KPK Lantik 1.271 Pegawai yang Jadi ASN	
